age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id
40,Private,147206,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,27658
40,Private,365986,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,Male,0,0,40,United-States,0,27659
30,Private,197886,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,45,United-States,0,27660
53,Local-gov,324021,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,40,United-States,1,27661
65,Private,271092,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,,1,27662
65,Private,93318,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,45,United-States,1,27663
20,Private,182342,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,40,United-States,1,27664
48,Federal-gov,167749,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,United-States,0,27665
33,Private,92865,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,27666
22,Private,310152,Some-college,10,Never-married,Protective-serv,Not-in-family,Male,0,0,40,United-States,1,27667
36,Federal-gov,210945,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,70,United-States,1,27668
40,Private,226585,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,United-States,0,27669
26,Private,341353,Bachelors,13,Never-married,Other-service,Other-relative,Male,0,0,15,United-States,1,27670
42,Local-gov,267252,Masters,14,Separated,Exec-managerial,Unmarried,Male,0,0,45,United-States,0,27671
31,Private,243142,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,1,27672
39,,71701,HS-grad,9,Divorced,,Unmarried,Female,0,0,40,United-States,1,27673
54,Private,220115,Some-college,10,Divorced,Adm-clerical,Not-in-family,Male,0,0,30,United-States,1,27674
31,Private,227446,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,Cuba,0,27675
27,Private,466224,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,1,27676
52,Private,25826,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,47,United-States,0,27677
45,Private,343377,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,27678
27,Private,252813,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,United-States,1,27679
45,Private,148995,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,40,United-States,0,27680
26,Local-gov,242464,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,3103,0,40,United-States,0,27681
43,Private,416338,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,United-States,1,27682
23,Private,134997,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,80,United-States,1,27683
32,Local-gov,240979,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,0,27684
35,Private,148903,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,40,United-States,1,27685
27,Private,61580,Some-college,10,Divorced,Adm-clerical,Other-relative,Female,0,0,40,United-States,1,27686
41,Private,265266,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,1,27687
18,Private,395026,11th,7,Never-married,Other-service,Own-child,Male,0,0,12,United-States,1,27688
47,Private,145868,11th,7,Divorced,Other-service,Unmarried,Female,0,0,40,United-States,1,27689
23,,72953,HS-grad,9,Never-married,,Not-in-family,Male,0,0,40,United-States,1,27690
20,Private,82777,Some-college,10,Never-married,Sales,Own-child,Male,0,0,16,United-States,1,27691
31,Private,104509,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,65,United-States,0,27692
55,Private,256526,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,4865,0,45,United-States,1,27693
26,Private,223464,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,27694
32,Private,281030,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,27695
41,Private,173682,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,27696
36,Private,320811,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,27697
72,Self-emp-not-inc,285408,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,2246,28,United-States,0,27698
44,Private,112517,Masters,14,Married-civ-spouse,Tech-support,Husband,Male,0,0,20,United-States,0,27699
59,Private,247187,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,27700
32,Private,71540,Some-college,10,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,27701
26,Private,112754,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,65,United-States,0,27702
27,Private,105598,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,1,27703
58,Private,119386,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Female,0,0,60,United-States,1,27704
58,Private,316849,Some-college,10,Divorced,Other-service,Not-in-family,Male,0,0,40,United-States,1,27705
36,Private,129573,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,0,27706
51,Self-emp-inc,258735,HS-grad,9,Divorced,Protective-serv,Not-in-family,Male,0,0,81,United-States,1,27707
27,Self-emp-not-inc,207948,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,United-States,1,27708
21,Private,149224,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,30,United-States,1,27709
53,Private,539864,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,20,United-States,1,27710
27,Private,387776,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,40,United-States,1,27711
30,Private,231263,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,27712
43,Private,142682,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,30,Dominican-Republic,1,27713
54,Self-emp-not-inc,108435,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,2829,0,30,United-States,1,27714
23,Private,164231,11th,7,Separated,Prof-specialty,Own-child,Male,0,0,35,United-States,1,27715
39,Private,120985,HS-grad,9,Divorced,Other-service,Own-child,Male,0,0,40,United-States,1,27716
33,Private,141229,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,50,United-States,1,27717
43,Local-gov,223861,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,United-States,1,27718
40,Private,241895,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,27719
53,Private,139127,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,United-States,1,27720
55,Private,160662,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,80,United-States,0,27721
39,Private,58343,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,0,27722
26,Private,256737,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,27723
34,Local-gov,155781,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,4064,0,50,United-States,1,27724
35,Local-gov,190964,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,27725
42,Local-gov,121998,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,United-States,0,27726
56,Private,108276,Bachelors,13,Widowed,Other-service,Not-in-family,Female,0,0,40,United-States,1,27727
63,Self-emp-not-inc,29859,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,7688,0,60,United-States,0,27728
43,Private,388725,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,27729
32,Self-emp-not-inc,173854,Bachelors,13,Divorced,Prof-specialty,Other-relative,Male,0,0,35,United-States,0,27730
42,Private,223548,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,30,Mexico,1,27731
18,,90230,HS-grad,9,Never-married,,Own-child,Male,0,0,20,United-States,1,27732
52,Private,54933,Masters,14,Divorced,Prof-specialty,Own-child,Female,0,0,40,United-States,1,27733
43,Self-emp-inc,34218,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,27734
50,Self-emp-not-inc,221336,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,40,,1,27735
58,Self-emp-not-inc,33309,HS-grad,9,Widowed,Farming-fishing,Not-in-family,Male,0,0,80,United-States,1,27736
25,Private,253267,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,1902,36,United-States,0,27737
28,Private,309620,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,,1,27738
31,Private,51471,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,United-States,1,27739
50,Self-emp-not-inc,54261,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,84,United-States,1,27740
60,Self-emp-not-inc,261119,HS-grad,9,Divorced,Craft-repair,Unmarried,Female,0,0,40,United-States,1,27741
35,Private,63921,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Mexico,1,27742
32,Private,252752,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,13550,0,60,United-States,0,27743
35,Private,297485,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,United-States,1,27744
29,Private,293073,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,United-States,0,27745
38,Private,177305,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,1,27746
46,Private,97883,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,35,United-States,1,27747
59,Private,208395,Masters,14,Divorced,Prof-specialty,Not-in-family,Male,0,0,50,United-States,1,27748
28,Private,392487,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,United-States,1,27749
38,Private,185330,Some-college,10,Never-married,Craft-repair,Own-child,Female,0,0,25,United-States,1,27750
45,Local-gov,162187,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,0,27751
33,Private,112383,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,27752
41,Private,185057,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Female,0,0,40,,1,27753
24,Private,121313,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,50,United-States,1,27754
42,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,40,United-States,0,27755
72,,177121,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,3,United-States,1,27756
34,Private,183778,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,40,United-States,1,27757
36,Self-emp-not-inc,188972,Doctorate,16,Separated,Prof-specialty,Unmarried,Female,0,0,10,Canada,1,27758
20,Private,225395,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,Female,0,0,60,Mexico,1,27759
33,Private,162930,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,Italy,1,27760
34,Local-gov,144182,Preschool,1,Never-married,Adm-clerical,Own-child,Female,0,0,25,United-States,1,27761
41,Private,171234,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,55,United-States,1,27762
38,Private,206535,Some-college,10,Divorced,Tech-support,Unmarried,Female,0,0,50,United-States,1,27763
39,Private,135020,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,United-States,1,27764
53,State-gov,156877,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,15024,0,35,United-States,0,27765
37,Private,95855,HS-grad,9,Divorced,Protective-serv,Unmarried,Female,0,0,40,United-States,1,27766
32,Self-emp-not-inc,115066,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,0,27767
24,Private,300584,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Male,0,0,40,United-States,1,27768
59,Private,117059,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,27769
46,Private,96552,Some-college,10,Divorced,Machine-op-inspct,Own-child,Female,0,0,17,United-States,1,27770
68,Private,128472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,United-States,0,27771
30,Local-gov,200892,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,27772
19,Private,389143,Some-college,10,Never-married,Sales,Own-child,Male,0,0,40,United-States,1,27773
32,Federal-gov,44777,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,0,0,46,United-States,1,27774
23,Private,260617,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,27775
38,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,50,United-States,0,27776
37,Private,125550,HS-grad,9,Never-married,Tech-support,Not-in-family,Female,14084,0,35,United-States,0,27777
54,Self-emp-not-inc,109413,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,United-States,1,27778
22,Private,60552,Some-college,10,Never-married,Sales,Own-child,Female,0,0,40,United-States,1,27779
37,Self-emp-not-inc,192251,10th,6,Married-civ-spouse,Other-service,Wife,Female,2635,0,40,United-States,1,27780
38,State-gov,346766,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,United-States,1,27781
52,Private,123011,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,0,27782
36,Private,133655,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,40,United-States,1,27783
52,State-gov,189728,HS-grad,9,Separated,Other-service,Not-in-family,Female,0,0,35,United-States,1,27784
37,Private,143058,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,27785
43,Private,112181,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,Female,0,1902,32,United-States,0,27786
22,Private,36011,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Male,0,0,30,United-States,1,27787
56,Private,266091,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,2907,0,52,Cuba,1,27788
45,Private,83064,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,1,27789
58,Self-emp-not-inc,147653,10th,6,Married-civ-spouse,Craft-repair,Wife,Female,0,1977,35,,0,27790
32,Private,391874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,27791
56,Private,109015,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,7688,0,50,United-States,0,27792
26,Private,118497,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,1,27793
43,Private,90582,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,27794
30,Private,207253,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,England,1,27795
25,Private,169124,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,United-States,1,27796
22,Private,214399,Some-college,10,Never-married,Sales,Own-child,Female,0,0,15,United-States,1,27797
24,Private,395297,Some-college,10,Never-married,Sales,Own-child,Female,0,0,35,United-States,1,27798
19,Private,188568,Some-college,10,Never-married,Priv-house-serv,Not-in-family,Female,0,0,40,United-States,1,27799
30,State-gov,190385,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,37,United-States,1,27800
31,Private,49398,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,1,27801
81,Private,177408,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,2377,26,United-States,0,27802
23,State-gov,235853,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,22,United-States,1,27803
30,State-gov,48214,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,United-States,0,27804
28,Private,110981,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,United-States,1,27805
53,Self-emp-not-inc,30008,10th,6,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,35,United-States,1,27806
41,Self-emp-not-inc,120539,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,3103,0,40,United-States,0,27807
38,Private,247111,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,0,27808
39,Private,147548,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,27809
22,Private,275385,Some-college,10,Never-married,Other-service,Other-relative,Male,0,0,25,United-States,1,27810
35,Private,195744,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,27811
50,Self-emp-inc,251240,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,27812
19,,109938,11th,7,Married-civ-spouse,,Wife,Female,0,0,40,Laos,1,27813
62,Private,77884,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,Philippines,1,27814
26,Local-gov,288781,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,42,United-States,1,27815
45,Self-emp-inc,170871,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,55,United-States,0,27816
30,Private,345705,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,Male,0,0,40,United-States,1,27817
38,Private,78247,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,27818
25,Private,196771,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,65,United-States,1,27819
22,Private,214134,10th,6,Never-married,Transport-moving,Not-in-family,Male,0,0,84,United-States,1,27820
21,,134746,Some-college,10,Never-married,,Own-child,Female,0,0,35,United-States,1,27821
28,Private,206088,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,1,27822
17,Private,130795,10th,6,Never-married,Other-service,Own-child,Male,0,0,20,United-States,1,27823
27,Self-emp-not-inc,328518,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,Male,0,0,30,United-States,1,27824
23,Private,148315,Some-college,10,Separated,Craft-repair,Own-child,Male,0,0,40,United-States,1,27825
19,,124651,11th,7,Never-married,,Own-child,Male,0,0,25,United-States,1,27826
38,Private,165848,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,44,United-States,1,27827
46,Private,110171,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,50,United-States,0,27828
19,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,27829
24,Private,388885,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,48,United-States,1,27830
41,Private,101739,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,United-States,0,27831
48,Private,247685,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,3325,0,40,United-States,1,27832
34,Private,146980,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Female,0,0,65,United-States,1,27833
61,Private,101265,12th,8,Widowed,Machine-op-inspct,Unmarried,Female,0,0,40,Italy,1,27834
28,Self-emp-not-inc,155621,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,50,Columbia,1,27835
38,Private,447346,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,36,United-States,0,27836
33,Private,252168,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,27837
37,Self-emp-not-inc,188774,Bachelors,13,Never-married,Protective-serv,Not-in-family,Male,0,0,55,United-States,0,27838
34,Local-gov,183801,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,14,United-States,1,27839
31,Private,34374,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,1,27840
41,Private,96741,Assoc-acdm,12,Divorced,Sales,Unmarried,Male,0,0,40,United-States,1,27841
48,Private,47022,HS-grad,9,Widowed,Handlers-cleaners,Other-relative,Female,0,0,48,United-States,1,27842
71,Self-emp-not-inc,130731,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,35,United-States,1,27843
25,Private,120238,Some-college,10,Married-civ-spouse,Sales,Husband,Male,2885,0,43,United-States,1,27844
41,Private,282882,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,40,United-States,1,27845
34,Private,204470,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,0,27846
18,,191117,11th,7,Never-married,,Own-child,Male,0,0,25,United-States,1,27847
31,Self-emp-not-inc,181485,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,0,27848
24,Private,42706,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Male,0,0,60,United-States,1,27849
57,Self-emp-inc,412952,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,27850
31,Private,128567,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,27851
53,Private,151864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,27852
31,Private,345277,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,27853
28,Private,186792,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,27854
55,Private,106498,10th,6,Widowed,Transport-moving,Not-in-family,Female,0,0,35,United-States,1,27855
33,Private,205950,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,United-States,1,27856
57,Private,372967,10th,6,Divorced,Adm-clerical,Other-relative,Female,0,0,70,Germany,1,27857
35,,163582,10th,6,Divorced,,Unmarried,Female,0,0,16,,1,27858
60,Private,162947,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,Puerto-Rico,1,27859
45,Private,82797,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,0,27860
30,Private,206512,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,44,United-States,1,27861
53,Federal-gov,177647,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,France,0,27862
37,Private,48093,Bachelors,13,Never-married,Craft-repair,Not-in-family,Male,0,0,90,United-States,0,27863
59,Self-emp-not-inc,241297,Some-college,10,Widowed,Farming-fishing,Not-in-family,Female,6849,0,40,United-States,1,27864
26,,131777,Bachelors,13,Married-civ-spouse,,Husband,Male,0,2002,40,United-States,1,27865
33,Private,287878,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,26,United-States,1,27866
53,Private,233165,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,27867
37,Self-emp-inc,111128,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,0,27868
34,Private,509364,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,30,United-States,1,27869
20,Private,123901,HS-grad,9,Never-married,Craft-repair,Own-child,Female,0,0,40,United-States,1,27870
28,Private,81540,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,27871
33,Private,198003,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,50,United-States,0,27872
21,Private,209955,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,48,United-States,1,27873
26,Private,77698,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,1,27874
27,Private,246440,11th,7,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,1,27875
17,Private,108909,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,20,United-States,1,27876
37,Private,335168,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,55,United-States,1,27877
31,Private,323055,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,0,27878
44,Self-emp-not-inc,157217,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,42,United-States,1,27879
43,Local-gov,188280,Masters,14,Divorced,Prof-specialty,Unmarried,Female,914,0,40,United-States,1,27880
30,State-gov,312767,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,40,United-States,1,27881
30,Private,109117,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,Male,0,0,45,United-States,1,27882
31,Private,155781,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,27883
25,Private,333677,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,United-States,1,27884
19,Private,393712,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,20,United-States,1,27885
29,Private,77009,11th,7,Separated,Sales,Not-in-family,Female,0,2754,42,United-States,1,27886
61,Self-emp-not-inc,196773,7th-8th,4,Married-civ-spouse,Sales,Husband,Male,0,0,30,United-States,0,27887
32,Private,331539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,China,0,27888
31,Private,229636,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,Mexico,1,27889
30,Private,164190,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,27890
34,Private,180284,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,0,27891
25,Private,283087,Some-college,10,Never-married,Exec-managerial,Own-child,Male,0,0,40,United-States,1,27892
37,Private,298539,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,55,United-States,0,27893
64,Private,88470,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,27894
21,Private,156687,Some-college,10,Never-married,Sales,Own-child,Male,0,0,30,India,1,27895
45,Private,89325,Masters,14,Divorced,Prof-specialty,Not-in-family,Male,0,0,45,United-States,1,27896
29,Private,353352,Assoc-voc,11,Never-married,Craft-repair,Other-relative,Male,0,0,40,United-States,1,27897
28,Private,421967,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,60,United-States,0,27898
29,Private,134566,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,20,United-States,1,27899
39,Private,316211,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,0,27900
19,Self-emp-not-inc,137578,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,53,United-States,1,27901
33,State-gov,208785,Some-college,10,Separated,Prof-specialty,Not-in-family,Male,10520,0,40,United-States,0,27902
47,Private,206659,Some-college,10,Divorced,Adm-clerical,Other-relative,Female,0,0,40,United-States,1,27903
44,Local-gov,171589,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,40,United-States,0,27904
20,Private,161092,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,14,United-States,1,27905
45,State-gov,103406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,60,United-States,0,27906
27,Private,216481,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,27907
54,Federal-gov,51048,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,27908
20,Private,212582,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,16,United-States,1,27909
23,Private,32950,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,1,27910
49,Private,43348,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,0,27911
68,Private,145638,Some-college,10,Divorced,Sales,Not-in-family,Female,0,0,40,United-States,1,27912
19,Private,38294,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Male,2597,0,40,United-States,1,27913
46,Private,188027,Some-college,10,Never-married,Exec-managerial,Unmarried,Female,0,0,45,United-States,1,27914
28,Private,268726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,46,United-States,1,27915
